"url","http_status","title","title_pixel_width","meta_description","description_character_count","h1","canonical","robots_meta","x_robots_tag","og_title","og_description","hreflang","detected_language","indexable","registry_title","registry_description","registry_og_title","registry_og_description","title_length","title_contains_tool_concept","title_avoids_boilerplate","title_brand_consistent","title_no_truncation","description_length","description_specific","canonical_self_referential","canonical_not_cross_language","noindex_absent","og_title_present","og_description_present"
"https://textcaseconverter.net/ru/tools/webp-to-png/","200","WebP → PNG — Сохранение Прозрачности","216","Конвертируйте WebP в PNG с сохранением прозрачности. В браузере, пакетно и быстрое скачивание.","94","","","","","","WebP → PNG конвертация.","","","true","WebP → PNG — Сохранение Прозрачности","Конвертируйте WebP в PNG с сохранением прозрачности. В браузере, пакетно и быстрое скачивание.","","WebP → PNG конвертация.","PASS","FAIL","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/png-to-webp/","200","PNG → WebP Конвертер — Сжать Изображения с Качеством","312","Конвертируйте PNG в WebP для меньшего размера и отличного качества. Быстро, в браузере и безопасно. Перетаскивайте файлы.","121","","","","","","Быстрый PNG → WebP.","","","true","PNG → WebP Конвертер — Сжать Изображения с Качеством","Конвертируйте PNG в WebP для меньшего размера и отличного качества. Быстро, в браузере и безопасно. Перетаскивайте файлы.","","Быстрый PNG → WebP.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/random-month/","200","Генератор Случайных Месяцев — Любые Диапазоны","270","Выбирайте случайные месяцы по названию или номеру. Указывайте диапазоны лет и генерируйте списки для планирования и тестов.","123","","","","","","Случайные месяцы и списки.","","","true","Генератор Случайных Месяцев — Любые Диапазоны","Выбирайте случайные месяцы по названию или номеру. Указывайте диапазоны лет и генерируйте списки для планирования и тестов.","","Случайные месяцы и списки.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/remove-line-breaks/","200","Удалить Разрывы Строк — Компактный Однострочный Текст","318","Удаляйте переносы строк и лишние пробелы из текста. Получайте компактный однострочный вывод для форм, кода или CSV.","115","","","","","","Удаление переносов и пробелов.","","","true","Удалить Разрывы Строк — Компактный Однострочный Текст","Удаляйте переносы строк и лишние пробелы из текста. Получайте компактный однострочный вывод для форм, кода или CSV.","","Удаление переносов и пробелов.","PASS","FAIL","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/text-replace/","200","Замена Текста — Поиск и Замена Онлайн","222","Находите и заменяйте текст в документах, коде или любом тексте. Поддержка регистро-зависимого поиска, regex-паттернов и массовой замены.","136","","","","","","Поиск и замена текста с расширенными опциями.","","","true","Замена Текста — Поиск и Замена Онлайн","Находите и заменяйте текст в документах, коде или любом тексте. Поддержка регистро-зависимого поиска, regex-паттернов и массовой замены.","","Поиск и замена текста с расширенными опциями.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/text-counter/","200","Счётчик Текста — Символы, Слова, Строки и Другое","288","Считайте символы, слова, строки, предложения и абзацы в любом тексте. Получайте детальную статистику включая время чтения и частоту символов.","141","","","","","","Счётчик символов, слов, строк и статистика текста.","","","true","Счётчик Текста — Символы, Слова, Строки и Другое","Считайте символы, слова, строки, предложения и абзацы в любом тексте. Получайте детальную статистику включая время чтения и частоту символов.","","Счётчик символов, слов, строк и статистика текста.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/uuid-generator/","200","Генератор UUID — Идентификаторы v1/v4","222","Генерируйте UUID v1 (по времени) и v4 (случайные). Копирование, скачивание и массовая генерация для приложений и БД.","116","","","","","","UUID v1/v4 генерация.","","","true","Генератор UUID — Идентификаторы v1/v4","Генерируйте UUID v1 (по времени) и v4 (случайные). Копирование, скачивание и массовая генерация для приложений и БД.","","UUID v1/v4 генерация.","PASS","FAIL","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/slugify-url/","200","Slugify URL — SEO‑Чистые Ссылки из Текста","246","Преобразуйте заголовки в SEO‑дружественные слаги: нижний регистр, дефисы и безопасные символы. Для блогов и страниц.","116","","","","","","Чистые SEO‑слаги из текста.","","","true","Slugify URL — SEO‑Чистые Ссылки из Текста","Преобразуйте заголовки в SEO‑дружественные слаги: нижний регистр, дефисы и безопасные символы. Для блогов и страниц.","","Чистые SEO‑слаги из текста.","PASS","FAIL","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/roman-numeral-date/","200","Конвертер Даты в Римские Цифры — Сегодняшняя Дата","294","Преобразуйте любую дату в римские цифры и обратно. Подходит для свадебных дат, табличек и проектов. Несколько форматов.","119","","","","","","Даты ↔ римские цифры.","","","true","Конвертер Даты в Римские Цифры — Сегодняшняя Дата","Преобразуйте любую дату в римские цифры и обратно. Подходит для свадебных дат, табличек и проектов. Несколько форматов.","","Даты ↔ римские цифры.","PASS","FAIL","PASS","FAIL","PASS","FAIL","PASS","FAIL","FAIL","PASS","FAIL","PASS"
"https://textcaseconverter.net/ru/tools/rot13/","200","ROT13 Кодер/Декодер — Простое Сокрытие Текста","270","Кодируйте или декодируйте текст алгоритмом ROT13 мгновенно. Быстрый способ скрыть спойлеры или ответы. Копирование в один клик.","127","","","","","","ROT13 кодирование/декодирование.","","","true","ROT13 Кодер/Декодер — Простое Сокрытие Текста","Кодируйте или декодируйте текст алгоритмом ROT13 мгновенно. Быстрый способ скрыть спойлеры или ответы. Копирование в один клик.","","ROT13 кодирование/декодирование.","PASS","FAIL","PASS","FAIL","PASS","PASS","PASS","FAIL","FAIL","PASS","FAIL","PASS"
